old_sheet_path,kind,state,new_texture_path,source_cell_column,source_cell_row,output_dimensions,status
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom-ctm.png,tbs,standard_bottom_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom-ctm.png,tbs,standard_bottom_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom-ctm.png,tbs,standard_bottom_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom-ctm.png,tbs,standard_bottom_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom-ctm.png,tbs,standard_bottom_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-bottom.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm.png,tbs,standard_side_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm.png,tbs,standard_side_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm.png,tbs,standard_side_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm.png,tbs,standard_side_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side-ctm.png,tbs,standard_side_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-side.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm.png,tbs,standard_top_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm.png,tbs,standard_top_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm.png,tbs,standard_top_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm.png,tbs,standard_top_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top-ctm.png,tbs,standard_top_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braced-top.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_braid.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_top_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_top_left.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_top_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_top_center.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_top_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_top_right.png,2,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_center_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_center_left.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_center.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_center_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_center_right.png,2,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_bottom_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_bottom_left.png,0,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_bottom_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_bottom_center.png,1,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3.png,multiblock_3x3,multiblock_3x3_bottom_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_horizontal-3x3_bottom_right.png,2,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_top_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_top_left.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_top_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_top_center.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_top_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_top_right.png,2,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_center_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_center_left.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_center.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_center_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_center_right.png,2,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_bottom_left,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_bottom_left.png,0,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_bottom_center,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_bottom_center.png,1,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3.png,multiblock_3x3,multiblock_3x3_bottom_right,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_crude_vertical-3x3_bottom_right.png,2,2,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_large.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_encased_smooth.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_bordered.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ew.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_log_cabin_ns.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_paneling.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_shipping.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/acacia_planks/acacia_planks_smooth.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2.png,multiblock_2x2,multiblock_2x2_top_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2_top_left.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2.png,multiblock_2x2,multiblock_2x2_top_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2_top_right.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2.png,multiblock_2x2,multiblock_2x2_bottom_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2_bottom_left.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2.png,multiblock_2x2,multiblock_2x2_bottom_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_array-2x2_bottom_right.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_border_square.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_braid_encased.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm.png,standard,standard_cornerless,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm_cornerless.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm.png,standard,standard_vertical,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm_vertical.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm.png,standard,standard_horizontal,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm_horizontal.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm.png,standard,standard_corner,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm_corner.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased-ctm.png,standard,standard_none,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_encased.png,not in sheet,not in sheet,16x16,reused existing non-connected texture
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2.png,multiblock_2x2,multiblock_2x2_top_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2_top_left.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2.png,multiblock_2x2,multiblock_2x2_top_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2_top_right.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2.png,multiblock_2x2,multiblock_2x2_bottom_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2_bottom_left.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2.png,multiblock_2x2,multiblock_2x2_bottom_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_bricks_large-2x2_bottom_right.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_top_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_top_left.png,0,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_top_center,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_top_center.png,1,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_top_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_top_right.png,2,0,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_center_left,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_center_left.png,0,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_center,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_center.png,1,1,16x16,converted; old sheet deleted
src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3.png,multiblock_3x3,multiblock_3x3_center_right,src/main/resources/assets/chisel/textures/block/ae2_certus/certus_chaotic-3x3_center_right.png,2,1,16x16,converted; old sheet deleted
